!Housing prices part 1 csv
!Represents quality of house, area, etc
!
Id|ActiveDate|EndDate|MSSubClass|MSZoning|LotFrontage|LotArea|Street|Alley|LotShape|LandContour|Utilities|LotConfig|LandSlope|Neighborhood|Condition1|Condition2|BldgType|HouseStyle|OverallQual|OverallCond|YearBuilt|YearRemodAdd|RoofStyle|RoofMatl|Exterior1st|Exterior2nd|MasVnrType|MasVnrArea|ExterQual|ExterCond|Foundation|BsmtQual|BsmtCond|BsmtExposure|BsmtFinType1|BsmtFinSF1|BsmtFinType2|BsmtFinSF2|BsmtUnfSF|Heating|HeatingQC|CentralAir|Electrical|1stFlrSF|2ndFlrSF|LowQualFinSF|BsmtFullBath|BsmtHalfBath|FullBath|HalfBath|BedroomAbvGr|KitchenAbvGr|KitchenQual|TotRmsAbvGrd|Functional|Fireplaces|FireplaceQu|GarageType|GarageYrBlt|GarageFinish|GarageCars|GarageArea|GarageQual|GarageCond|PavedDrive|WoodDeckSF|OpenPorchSF|EnclosedPorch|3SsnPorch|ScreenPorch|PoolArea|PoolQC|Fence|MiscFeature|MiscVal|SaleType|SaleCondition|SalePrice|DealCode|DateSold
11|25/02/2018|06/30/2022 12:00:00|20|RL|70|11200|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|Sawyer|Norm|Norm|1Fam|1Story|5|5|1965|1965|Hip|CompShg|HdBoard|HdBoard|None|0|TA|TA|CBlock|TA|TA|No|Rec|906|Unf|0|134|GasA|Ex|Y|SBrkr|1040|0|0|1|0|1|0|3|1|TA|5|Typ|0|NA|Detchd|1965|Unf|1|384|TA|TA|Y|0|0|0|0|0|0|NA|NA|NA|0|WD|Normal|129500,00|N/a|20/2/2008
12|25/02/2018|07/01/2022 12:00:00|60|RL|85|11924|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|NridgHt|Norm|Norm|1Fam|2Story|9|5|2005|2006|Hip|CompShg|WdShing|Wd Shng|Stone|286|Ex|TA|PConc|Ex|TA|No|GLQ|998|Unf|0|177|GasA|Ex|Y|SBrkr|1182|1142|0|1|0|3|0|4|1|Ex|11|Typ|2|Gd|BuiltIn|2005|Fin|3|736|TA|TA|Y|147|21|0|0|0|0|NA|NA|NA|0|New|Partial|345000,00|N/a|20/7/2006
13|25/02/2018|07/02/2022 12:00:00|20|RL|NA|12968|Pave|NA|IR2|Lvl|AllPub|Inside|Gtl|Sawyer|Norm|Norm|1Fam|1Story|5|6|1962|1962|Hip|CompShg|HdBoard|Plywood|None|0|TA|TA|CBlock|TA|TA|No|ALQ|737|Unf|0|175|GasA|TA|Y|SBrkr|912|0|0|1|0|1|0|2|1|TA|4|Typ|0|NA|Detchd|1962|Unf|1|352|TA|TA|Y|140|0|0|0|176|0|NA|NA|NA|0|WD|Normal|144000,00|N/a|20/9/2008
14|25/02/2018|07/03/2022 12:00:00|20|RL|91|10652|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|CollgCr|Norm|Norm|1Fam|1Story|7|5|2006|2007|Gable|CompShg|VinylSd|VinylSd|Stone|306|Gd|TA|PConc|Gd|TA|Av|Unf|0|Unf|0|1494|GasA|Ex|Y|SBrkr|1494|0|0|0|0|2|0|3|1|Gd|7|Typ|1|Gd|Attchd|2006|RFn|3|840|TA|TA|Y|160|33|0|0|0|0|NA|NA|NA|0|New|Partial|279500,00|N/a|20/8/2007
15|25/02/2018|07/04/2022 12:00:00|20|RL|NA|10920|Pave|NA|IR1|Lvl|AllPub|Corner|Gtl|NAmes|Norm|Norm|1Fam|1Story|6|5|1960|1960|Hip|CompShg|MetalSd|MetalSd|BrkFace|212|TA|TA|CBlock|TA|TA|No|BLQ|733|Unf|0|520|GasA|TA|Y|SBrkr|1253|0|0|1|0|1|1|2|1|TA|5|Typ|1|Fa|Attchd|1960|RFn|1|352|TA|TA|Y|0|213|176|0|0|0|NA|GdWo|NA|0|WD|Normal|157000,00|N/a|20/5/2008
16|25/02/2018|07/05/2022 12:00:00|45|RM|51|6120|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|BrkSide|Norm|Norm|1Fam|1.5Unf|7|8|1929|2001|Gable|CompShg|Wd Sdng|Wd Sdng|None|0|TA|TA|BrkTil|TA|TA|No|Unf|0|Unf|0|832|GasA|Ex|Y|FuseA|854|0|0|0|0|1|0|2|1|TA|5|Typ|0|NA|Detchd|1991|Unf|2|576|TA|TA|Y|48|112|0|0|0|0|NA|GdPrv|NA|0|WD|Normal|132000,00|N/a|20/7/2007
17|25/02/2018|07/06/2022 12:00:00|20|RL|NA|11241|Pave|NA|IR1|Lvl|AllPub|CulDSac|Gtl|NAmes|Norm|Norm|1Fam|1Story|6|7|1970|1970|Gable|CompShg|Wd Sdng|Wd Sdng|BrkFace|180|TA|TA|CBlock|TA|TA|No|ALQ|578|Unf|0|426|GasA|Ex|Y|SBrkr|1004|0|0|1|0|1|0|2|1|TA|5|Typ|1|TA|Attchd|1970|Fin|2|480|TA|TA|Y|0|0|0|0|0|0|NA|NA|Shed|700|WD|Normal|149000,00|N/a|20/3/2010
18|25/02/2018|07/07/2022 12:00:00|90|RL|72|10791|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|Sawyer|Norm|Norm|Duplex|1Story|4|5|1967|1967|Gable|CompShg|MetalSd|MetalSd|None|0|TA|TA|Slab|NA|NA|NA|NA|0|NA|0|0|GasA|TA|Y|SBrkr|1296|0|0|0|0|2|0|2|2|TA|6|Typ|0|NA|CarPort|1967|Unf|2|516|TA|TA|Y|0|0|0|0|0|0|NA|NA|Shed|500|WD|Normal|90000,00|N/a|20/10/2006
19|25/02/2018|07/08/2022 12:00:00|20|RL|66|13695|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|SawyerW|RRAe|Norm|1Fam|1Story|5|5|2004|2004|Gable|CompShg|VinylSd|VinylSd|None|0|TA|TA|PConc|TA|TA|No|GLQ|646|Unf|0|468|GasA|Ex|Y|SBrkr|1114|0|0|1|0|1|1|3|1|Gd|6|Typ|0|NA|Detchd|2004|Unf|2|576|TA|TA|Y|0|102|0|0|0|0|NA|NA|NA|0|WD|Normal|159000,00|N/a|20/6/2008
20|25/02/2018|07/09/2022 12:00:00|20|RL|70|7560|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|6|1958|1965|Hip|CompShg|BrkFace|Plywood|None|0|TA|TA|CBlock|TA|TA|No|LwQ|504|Unf|0|525|GasA|TA|Y|SBrkr|1339|0|0|0|0|1|0|3|1|TA|6|Min1|0|NA|Attchd|1958|Unf|1|294|TA|TA|Y|0|0|0|0|0|0|NA|MnPrv|NA|0|COD|Abnorml|139000,00|N/a|20/5/2009
21|25/02/2018|07/10/2022 12:00:00|60|RL|101|14215|Pave|NA|IR1|Lvl|AllPub|Corner|Gtl|NridgHt|Norm|Norm|1Fam|2Story|8|5|2005|2006|Gable|CompShg|VinylSd|VinylSd|BrkFace|380|Gd|TA|PConc|Ex|TA|Av|Unf|0|Unf|0|1158|GasA|Ex|Y|SBrkr|1158|1218|0|0|0|3|1|4|1|Gd|9|Typ|1|Gd|BuiltIn|2005|RFn|3|853|TA|TA|Y|240|154|0|0|0|0|NA|NA|NA|0|New|Partial|325300,00|N/a|20/11/2006
22|25/02/2018|07/11/2022 12:00:00|45|RM|57|7449|Pave|Grvl|Reg|Bnk|AllPub|Inside|Gtl|IDOTRR|Norm|Norm|1Fam|1.5Unf|7|7|1930|1950|Gable|CompShg|Wd Sdng|Wd Sdng|None|0|TA|TA|PConc|TA|TA|No|Unf|0|Unf|0|637|GasA|Ex|Y|FuseF|1108|0|0|0|0|1|0|3|1|Gd|6|Typ|1|Gd|Attchd|1930|Unf|1|280|TA|TA|N|0|0|205|0|0|0|NA|GdPrv|NA|0|WD|Normal|139400,00|N/a|20/6/2007
23|25/02/2018|07/12/2022 12:00:00|20|RL|75|9742|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|CollgCr|Norm|Norm|1Fam|1Story|8|5|2002|2002|Hip|CompShg|VinylSd|VinylSd|BrkFace|281|Gd|TA|PConc|Gd|TA|No|Unf|0|Unf|0|1777|GasA|Ex|Y|SBrkr|1795|0|0|0|0|2|0|3|1|Gd|7|Typ|1|Gd|Attchd|2002|RFn|2|534|TA|TA|Y|171|159|0|0|0|0|NA|NA|NA|0|WD|Normal|230000,00|N/a|20/9/2008
24|25/02/2018|07/13/2022 12:00:00|120|RM|44|4224|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|MeadowV|Norm|Norm|TwnhsE|1Story|5|7|1976|1976|Gable|CompShg|CemntBd|CmentBd|None|0|TA|TA|PConc|Gd|TA|No|GLQ|840|Unf|0|200|GasA|TA|Y|SBrkr|1060|0|0|1|0|1|0|3|1|TA|6|Typ|1|TA|Attchd|1976|Unf|2|572|TA|TA|Y|100|110|0|0|0|0|NA|NA|NA|0|WD|Normal|129900,00|N/a|20/6/2007
25|25/02/2018|07/14/2022 12:00:00|20|RL|NA|8246|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|Sawyer|Norm|Norm|1Fam|1Story|5|8|1968|2001|Gable|CompShg|Plywood|Plywood|None|0|TA|Gd|CBlock|TA|TA|Mn|Rec|188|ALQ|668|204|GasA|Ex|Y|SBrkr|1060|0|0|1|0|1|0|3|1|Gd|6|Typ|1|TA|Attchd|1968|Unf|1|270|TA|TA|Y|406|90|0|0|0|0|NA|MnPrv|NA|0|WD|Normal|154000,00|N/a|20/5/2010
26|25/02/2018|07/15/2022 12:00:00|20|RL|110|14230|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|NridgHt|Norm|Norm|1Fam|1Story|8|5|2007|2007|Gable|CompShg|VinylSd|VinylSd|Stone|640|Gd|TA|PConc|Gd|TA|No|Unf|0|Unf|0|1566|GasA|Ex|Y|SBrkr|1600|0|0|0|0|2|0|3|1|Gd|7|Typ|1|Gd|Attchd|2007|RFn|3|890|TA|TA|Y|0|56|0|0|0|0|NA|NA|NA|0|WD|Normal|256300,00|N/a|20/7/2009
27|25/02/2018|07/16/2022 12:00:00|20|RL|60|7200|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|7|1951|2000|Gable|CompShg|Wd Sdng|Wd Sdng|None|0|TA|TA|CBlock|TA|TA|Mn|BLQ|234|Rec|486|180|GasA|TA|Y|SBrkr|900|0|0|0|1|1|0|3|1|Gd|5|Typ|0|NA|Detchd|2005|Unf|2|576|TA|TA|Y|222|32|0|0|0|0|NA|NA|NA|0|WD|Normal|134800,00|N/a|20/5/2010
28|25/02/2018|07/17/2022 12:00:00|20|RL|98|11478|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NridgHt|Norm|Norm|1Fam|1Story|8|5|2007|2008|Gable|CompShg|VinylSd|VinylSd|Stone|200|Gd|TA|PConc|Ex|TA|No|GLQ|1218|Unf|0|486|GasA|Ex|Y|SBrkr|1704|0|0|1|0|2|0|3|1|Gd|7|Typ|1|Gd|Attchd|2008|RFn|3|772|TA|TA|Y|0|50|0|0|0|0|NA|NA|NA|0|WD|Normal|306000,00|N/a|20/5/2010
29|25/02/2018|07/18/2022 12:00:00|20|RL|47|16321|Pave|NA|IR1|Lvl|AllPub|CulDSac|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|6|1957|1997|Gable|CompShg|MetalSd|MetalSd|None|0|TA|TA|CBlock|TA|TA|Gd|BLQ|1277|Unf|0|207|GasA|TA|Y|SBrkr|1600|0|0|1|0|1|0|2|1|TA|6|Typ|2|Gd|Attchd|1957|RFn|1|319|TA|TA|Y|288|258|0|0|0|0|NA|NA|NA|0|WD|Normal|207500,00|N/a|20/12/2006
30|25/02/2018|07/19/2022 12:00:00|30|RM|60|6324|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|BrkSide|Feedr|RRNn|1Fam|1Story|4|6|1927|1950|Gable|CompShg|MetalSd|MetalSd|None|0|TA|TA|BrkTil|TA|TA|No|Unf|0|Unf|0|520|GasA|Fa|N|SBrkr|520|0|0|0|0|1|0|1|1|Fa|4|Typ|0|NA|Detchd|1920|Unf|1|240|Fa|TA|Y|49|0|87|0|0|0|NA|NA|NA|0|WD|Normal|68500,00|N/a|20/5/2008
31|25/02/2018|07/20/2022 12:00:00|70|C (all)|50|8500|Pave|Pave|Reg|Lvl|AllPub|Inside|Gtl|IDOTRR|Feedr|Norm|1Fam|2Story|4|4|1920|1950|Gambrel|CompShg|BrkFace|BrkFace|None|0|TA|Fa|BrkTil|TA|TA|No|Unf|0|Unf|0|649|GasA|TA|N|SBrkr|649|668|0|0|0|1|0|3|1|TA|6|Typ|0|NA|Detchd|1920|Unf|1|250|TA|Fa|N|0|54|172|0|0|0|NA|MnPrv|NA|0|WD|Normal|40000,00|N/a|20/7/2008
32|25/02/2018|07/21/2022 12:00:00|20|RL|NA|8544|Pave|NA|IR1|Lvl|AllPub|CulDSac|Gtl|Sawyer|Norm|Norm|1Fam|1Story|5|6|1966|2006|Gable|CompShg|HdBoard|HdBoard|None|0|TA|TA|CBlock|TA|TA|No|Unf|0|Unf|0|1228|GasA|Gd|Y|SBrkr|1228|0|0|0|0|1|1|3|1|Gd|6|Typ|0|NA|Attchd|1966|Unf|1|271|TA|TA|Y|0|65|0|0|0|0|NA|MnPrv|NA|0|WD|Normal|149350,00|N/a|20/6/2008
33|25/02/2018|07/22/2022 12:00:00|20|RL|85|11049|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|CollgCr|Norm|Norm|1Fam|1Story|8|5|2007|2007|Gable|CompShg|VinylSd|VinylSd|None|0|Gd|TA|PConc|Ex|TA|Av|Unf|0|Unf|0|1234|GasA|Ex|Y|SBrkr|1234|0|0|0|0|2|0|3|1|Gd|7|Typ|0|NA|Attchd|2007|RFn|2|484|TA|TA|Y|0|30|0|0|0|0|NA|NA|NA|0|WD|Normal|179900,00|N/a|20/1/2008
34|25/02/2018|07/23/2022 12:00:00|20|RL|70|10552|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|5|1959|1959|Hip|CompShg|BrkFace|BrkFace|None|0|TA|TA|CBlock|TA|TA|No|Rec|1018|Unf|0|380|GasA|Gd|Y|SBrkr|1700|0|0|0|1|1|1|4|1|Gd|6|Typ|1|Gd|Attchd|1959|RFn|2|447|TA|TA|Y|0|38|0|0|0|0|NA|NA|NA|0|WD|Normal|165500,00|N/a|20/4/2010
35|25/02/2018|07/24/2022 12:00:00|120|RL|60|7313|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NridgHt|Norm|Norm|TwnhsE|1Story|9|5|2005|2005|Hip|CompShg|MetalSd|MetalSd|BrkFace|246|Ex|TA|PConc|Ex|TA|No|GLQ|1153|Unf|0|408|GasA|Ex|Y|SBrkr|1561|0|0|1|0|2|0|2|1|Ex|6|Typ|1|Gd|Attchd|2005|Fin|2|556|TA|TA|Y|203|47|0|0|0|0|NA|NA|NA|0|WD|Normal|277500,00|N/a|20/8/2007
36|25/02/2018|07/25/2022 12:00:00|60|RL|108|13418|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NridgHt|Norm|Norm|1Fam|2Story|8|5|2004|2005|Gable|CompShg|VinylSd|VinylSd|Stone|132|Gd|TA|PConc|Ex|TA|Av|Unf|0|Unf|0|1117|GasA|Ex|Y|SBrkr|1132|1320|0|0|0|3|1|4|1|Gd|9|Typ|1|Gd|BuiltIn|2004|Fin|3|691|TA|TA|Y|113|32|0|0|0|0|NA|NA|NA|0|WD|Normal|309000,00|N/a|20/9/2006
37|25/02/2018|07/26/2022 12:00:00|20|RL|112|10859|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|CollgCr|Norm|Norm|1Fam|1Story|5|5|1994|1995|Gable|CompShg|VinylSd|VinylSd|None|0|TA|TA|PConc|Gd|TA|No|Unf|0|Unf|0|1097|GasA|Ex|Y|SBrkr|1097|0|0|0|0|1|1|3|1|TA|6|Typ|0|NA|Attchd|1995|Unf|2|672|TA|TA|Y|392|64|0|0|0|0|NA|NA|NA|0|WD|Normal|145000,00|N/a|20/6/2009
38|25/02/2018|07/27/2022 12:00:00|20|RL|74|8532|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|6|1954|1990|Hip|CompShg|Wd Sdng|Wd Sdng|BrkFace|650|TA|TA|CBlock|TA|TA|No|Rec|1213|Unf|0|84|GasA|Gd|Y|SBrkr|1297|0|0|0|1|1|0|3|1|TA|5|Typ|1|TA|Attchd|1954|Fin|2|498|TA|TA|Y|0|0|0|0|0|0|NA|NA|NA|0|WD|Normal|153000,00|N/a|20/10/2009
39|25/02/2018|07/28/2022 12:00:00|20|RL|68|7922|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|7|1953|2007|Gable|CompShg|VinylSd|VinylSd|None|0|TA|Gd|CBlock|TA|TA|No|GLQ|731|Unf|0|326|GasA|TA|Y|SBrkr|1057|0|0|1|0|1|0|3|1|Gd|5|Typ|0|NA|Detchd|1953|Unf|1|246|TA|TA|Y|0|52|0|0|0|0|NA|NA|NA|0|WD|Abnorml|109000,00|N/a|20/1/2010
40|25/02/2018|07/29/2022 12:00:00|90|RL|65|6040|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|Edwards|Norm|Norm|Duplex|1Story|4|5|1955|1955|Gable|CompShg|AsbShng|Plywood|None|0|TA|TA|PConc|NA|NA|NA|NA|0|NA|0|0|GasA|TA|N|FuseP|1152|0|0|0|0|2|0|2|2|Fa|6|Typ|0|NA|NA|NA|NA|0|0|NA|NA|N|0|0|0|0|0|0|NA|NA|NA|0|WD|AdjLand|82000,00|N/a|20/6/2008
41|25/02/2018|07/30/2022 12:00:00|20|RL|84|8658|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NAmes|Norm|Norm|1Fam|1Story|6|5|1965|1965|Gable|CompShg|Wd Sdng|Wd Sdng|BrkFace|101|TA|TA|CBlock|TA|TA|No|Rec|643|Unf|0|445|GasA|Ex|Y|SBrkr|1324|0|0|0|0|2|0|3|1|TA|6|Typ|1|TA|Attchd|1965|RFn|2|440|TA|TA|Y|0|138|0|0|0|0|NA|GdWo|NA|0|WD|Abnorml|160000,00|N/a|20/12/2006
42|25/02/2018|07/31/2022 12:00:00|20|RL|115|16905|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|Timber|Norm|Norm|1Fam|1Story|5|6|1959|1959|Gable|CompShg|VinylSd|VinylSd|None|0|TA|Gd|CBlock|TA|TA|Gd|BLQ|967|Unf|0|383|GasA|Gd|Y|SBrkr|1328|0|0|0|1|1|1|2|1|TA|5|Typ|2|Gd|Attchd|1959|RFn|1|308|TA|TA|P|0|104|0|0|0|0|NA|NA|NA|0|WD|Normal|170000,00|N/a|20/7/2007
43|25/02/2018|08/01/2022 12:00:00|85|RL|NA|9180|Pave|NA|IR1|Lvl|AllPub|CulDSac|Gtl|SawyerW|Norm|Norm|1Fam|SFoyer|5|7|1983|1983|Gable|CompShg|HdBoard|HdBoard|None|0|TA|TA|CBlock|Gd|TA|Av|ALQ|747|LwQ|93|0|GasA|Gd|Y|SBrkr|884|0|0|1|0|1|0|2|1|Gd|5|Typ|0|NA|Attchd|1983|RFn|2|504|TA|Gd|Y|240|0|0|0|0|0|NA|MnPrv|NA|0|WD|Normal|144000,00|N/a|20/12/2007
44|25/02/2018|08/02/2022 12:00:00|20|RL|NA|9200|Pave|NA|IR1|Lvl|AllPub|CulDSac|Gtl|CollgCr|Norm|Norm|1Fam|1Story|5|6|1975|1980|Hip|CompShg|VinylSd|VinylSd|None|0|TA|TA|CBlock|Gd|TA|Av|LwQ|280|BLQ|491|167|GasA|TA|Y|SBrkr|938|0|0|1|0|1|0|3|1|TA|5|Typ|0|NA|Detchd|1977|Unf|1|308|TA|TA|Y|145|0|0|0|0|0|NA|MnPrv|NA|0|WD|Normal|130250,00|N/a|20/7/2008
45|25/02/2018|08/03/2022 12:00:00|20|RL|70|7945|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|6|1959|1959|Gable|CompShg|BrkFace|Wd Sdng|None|0|TA|TA|CBlock|TA|TA|No|ALQ|179|BLQ|506|465|GasA|Ex|Y|FuseA|1150|0|0|1|0|1|0|3|1|TA|6|Typ|0|NA|Attchd|1959|RFn|1|300|TA|TA|Y|0|0|0|0|0|0|NA|NA|NA|0|WD|Normal|141000,00|N/a|20/5/2006
46|25/02/2018|08/04/2022 12:00:00|120|RL|61|7658|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NridgHt|Norm|Norm|TwnhsE|1Story|9|5|2005|2005|Hip|CompShg|MetalSd|MetalSd|BrkFace|412|Ex|TA|PConc|Ex|TA|No|GLQ|456|Unf|0|1296|GasA|Ex|Y|SBrkr|1752|0|0|1|0|2|0|2|1|Ex|6|Typ|1|Gd|Attchd|2005|RFn|2|576|TA|TA|Y|196|82|0|0|0|0|NA|NA|NA|0|WD|Normal|319900,00|N/a|20/2/2010
